                                                                                                                                                        CODIGO
           MARCA                              MODELO                         INDUSTRIA                          Nº DE SERIE                         APROBACION                   Vigente desde                          TIPO
            ANCA                                  NEO                          argentina                          NEO-0081                         DNCI Nº 759/10            24/06/14 al 23/06/15                       FIJO
            ANCA                                  NEO                          argentina                          NEO-0081                         DNCI Nº 759/10            29/06/15 al 28/06/16                       FIJO
            ANCA                                  NEO                          argentina                          NEO-0082                         DNCI Nº 759/10            24/06/14 al 23/06/15                       FIJO
            ANCA                                  NEO                          argentina                          NEO-0082                         DNCI Nº 759/10            29/06/15 al 28/06/16                       FIJO
            ANCA                                  NEO                          argentina                          NEO-0085                         DNCI Nº 759/10            19/05/16 al 18/05/17                       FIJO
            ANCA                                  NEO                          argentina                          NEO-0086                         DNCI Nº 759/10            10/07/15 al 09/07/16                       FIJO
            ANCA                                  NEO                          argentina                          NEO-0087                         DNCI Nº 759/10            11/07/14 al 10/07/15                       FIJO
            ANCA                                  NEO                          argentina                          NEO-0087                         DNCI Nº 759/10            10/07/15 al 09/07/16                       FIJO
            ANCA                                  NEO                          argentina                          NEO-0094                         DNCI Nº 759/10            10/07/15 al 09/07/16                       FIJO
            ANCA                                  NEO                          argentina                          NEO-0097                         DNCI Nº 759/10            28/09/15 al 27/09/16                       FIJO
            ANCA                                 NEO                           argentina                          NEO-0098                         DNCI Nº 759/10            07/08/15 al 06/08/16                       FIJO
            ANCA                                 NEO                           argentina                          NEO-0099                         DNCI Nº 759/10            10/07/15 al 09/07/16                       FIJO
            ANCA                                 NEO                           argentina                          NEO-0100                         DNCI Nº 759/10            03/06/15 al 02/06/16                       FIJO
            ANCA                                 NEO                           argentina                          NEO-0104                         DNCI Nº 759/10            10/07/15 al 09/07/16                       FIJO
            ANCA                                 NEO                           argentina                          NEO-0105                         DNCI Nº 759/10            07/08/15 al 06/08/16                       FIJO
            ANCA                                 NEO                           argentina                          NEO-0106                         DNCI Nº 759/10            03/06/15 al 02/06/16                       FIJO
            ANCA                                 NEO                           argentina                          NEO-0111                         DNCI Nº 759/10            29/09/15 al 28/09/16                       FIJO
            ANCA                                 NEO                           argentina                          NEO-0112                         DNCI Nº 759/10            29/09/15 al 28/09/16                       FIJO
            ANCA                                 NEO                           argentina                          NEO-0114                         DNCI Nº 759/10            17/03/16 al 16/03/17                       FIJO
            ANCA                                 NEO                           argentina                          NEO-0115                         DNCI Nº 759/10            17/03/16 al 16/03/17                       FIJO
            ANCA                                 NEO                           argentina                          NEO-0121                         DNCI Nº 759/10            17/03/16 al 16/03/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0001                         DNCI Nº 256/15            01/09/16 al 31/08/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0009                         DNCI Nº 256/15            01/09/16 al 31/08/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0014                         DNCI Nº 256/15            25/11/15 al 24/11/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0014                         DNCI Nº 256/15            23/11/16 al 22/11/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0017                         DNCI Nº 256/15            15/06/16 al 14/06/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0019                         DNCI Nº 256/15            19/05/16 al 18/05/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0020                         DNCI Nº 256/15            18/04/16 al 17/04/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0021                         DNCI Nº 256/15            29/06/16 al 28/06/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0023                         DNCI Nº 256/15            21/06/16 al 20/06/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0033                         DNCI Nº 256/15            28/09/16 al 27/09/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0034                         DNCI Nº 256/15            01/09/16 al 31/08/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0035                         DNCI Nº 256/15            14/01/16 al 13/01/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0035                         DNCI Nº 759/10            10/01/17 al 09/01/18                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0036                         DNCI Nº 256/15            14/01/16 al 13/01/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0036                         DNCI Nº 759/10            10/01/17 al 09/01/18                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0044                         DNCI Nº 256/15            14/09/16 al 13/09/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0046                         DNCI Nº 256/15            28/09/16 al 27/09/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0050                         DNCI Nº 256/15            17/03/16 al 16/03/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0050                         DNCI Nº 256/15            15/03/17 al 14/03/18                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0051                         DNCI Nº 256/15            21/03/16 al 20/03/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0051                         DNCI Nº 256/15            15/03/17 al 14/03/18                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0053                         DNCI Nº 256/15            21/09/16 al 20/09/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0057                         DNCI Nº 256/15            16/11/15 al 15/11/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0057                         DNCI Nº 256/15            15/11/16 al 14/11/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0058                         DNCI Nº 256/15            14/10/16 al 13/10/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0061                         DNCI Nº 256/15            14/07/16 al 13/07/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0063                         DNCI Nº 256/15            29/06/16 al 28/06/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0063                         DNCI Nº 256/15            10/04/17 al 09/04/18                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0064                         DNCI Nº 256/15            22/06/16 al 21/06/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0064                         DNCI Nº 256/15            10/04/17 al 09/04/18                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0065                         DNCI Nº 256/15            29/06/16 al 28/06/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0066                         DNCI Nº 256/15            29/06/16 al 28/06/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0066                         DNCI Nº 256/15            04/04/17 al 03/04/18                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0067                         DNCI Nº 256/15            22/06/16 al 21/06/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0068                         DNCI Nº 256/15            27/09/16 al 26/09/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0069                         DNCI Nº 256/15            27/09/16 al 26/09/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0075                         DNCI Nº 256/15            17/03/16 al 16/03/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0075                         DNCI Nº 256/15            15/03/17 al 14/03/18                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0081                         DNCI Nº 256/15            17/03/16 al 16/03/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0081                         DNCI Nº 256/15            15/03/17 al 14/03/18                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0082                         DNCI Nº 256/15            21/03/16 al 20/03/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0082                         DNCI Nº 256/15            15/03/17 al 14/03/18                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0084                         DNCI Nº 256/15            06/12/16 al 05/12/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0090                         DNCI Nº 256/15            16/11/15 al 15/11/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0090                         DNCI Nº 256/15            15/11/16 al 14/11/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0091                         DNCI Nº 256/15            19/10/15 al 18/10/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0091                         DNCI Nº 256/15            07/10/16 al 06/10/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0092                         DNCI Nº 256/15            19/10/15 al 18/10/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0092                         DNCI Nº 256/15            07/10/16 al 06/10/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0093                         DNCI Nº 256/15            16/11/15 al 15/11/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0093                         DNCI Nº 256/15            15/11/16 al 14/11/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0094                         DNCI Nº 256/15            16/08/16 al 15/08/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0095                         DNCI Nº 256/15            06/12/16 al 05/12/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0096                         DNCI Nº 256/15            16/11/15 al 15/11/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0096                         DNCI Nº 256/15            28/10/16 al 27/10/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0099                         DNCI Nº 256/15            16/08/16 al 15/08/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0105                         DNCI Nº 256/15            21/06/16 al 20/06/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0108                         DNCI Nº 256/15            13/10/16 al 12/10/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0109                         DNCI Nº 256/15            08/04/16 al 07/04/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0110                         DNCI Nº 256/15            17/03/16 al 16/03/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0110                         DNCI Nº 256/15            29/12/16 al 28/12/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0111                         DNCI Nº 256/15            01/09/16 al 31/08/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0112                         DNCI Nº 256/15            01/09/16 al 31/08/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0113                         DNCI Nº 256/15            05/09/16 al 04/09/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0119                         DNCI Nº 256/15            19/05/16 al 18/05/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0124                         DNCI Nº 256/15            25/11/15 al 24/11/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0124                         DNCI Nº 256/15            23/11/16 al 22/11/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0125                         DNCI Nº 256/15            25/11/15 al 24/11/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0125                         DNCI Nº 256/15            23/11/16 al 22/11/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0126                         DNCI Nº 256/15            07/10/15 al 08/10/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0126                         DNCI Nº 256/15            17/10/16 al 16/10/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0127                         DNCI Nº 256/15            08/10/15 al 07/10/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0127                         DNCI Nº 256/15            17/10/16 al 16/10/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0128                         DNCI Nº 256/15            08/10/15 al 07/10/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0128                         DNCI Nº 256/15            14/11/16 al 13/11/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0129                         DNCI Nº 256/15            08/10/15 al 07/10/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0129                         DNCI Nº 256/15            14/11/16 al 13/11/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0130                         DNCI Nº 256/15            08/10/15 al 07/10/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0130                         DNCI Nº 256/15            17/10/16 al 16/10/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0131                         DNCI Nº 256/15            08/10/15 al 07/10/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0131                         DNCI Nº 256/15            17/10/16 al 16/10/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0132                         DNCI Nº 256/15            01/02/16 al 31/01/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0132                         DNCI Nº 256/15            25/01/17 al 24/01/18                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0133                         DNCI Nº 256/15            01/02/16 al 31/01/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0133                         DNCI Nº 256/15            25/01/17 al 24/01/18                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0134                         DNCI Nº 256/15            25/11/15 al 24/11/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0134                         DNCI Nº 256/15            02/12/16 al 01/12/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0135                         DNCI Nº 256/15            25/11/15 al 24/11/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0135                         DNCI Nº 256/15            02/12/16 al 01/12/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0136                         DNCI Nº 256/15            25/11/15 al 24/11/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0136                         DNCI Nº 256/15            02/12/16 al 01/12/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0137                         DNCI Nº 256/15            25/11/15 al 24/11/16                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0137                         DNCI Nº 256/15            02/12/16 al 01/12/17                       FIJO
            ANCA                            NEO REV 2                          argentina                           NEO-138                         DNCI Nº 256/15            19/05/16 al 29/05/17                       FIJO
            ANCA                            NEO REV 2                          argentina                           NEO-138                         DNCI Nº 256/15            05/02/17 al 04/02/18                       FIJO
            ANCA                            NEO REV 2                          argentina                           NEO-139                         DNCI Nº 256/15            01/09/16 al 31/08/17                       FIJO
            ANCA                            NEO REV 2                          argentina                           NEO-141                         DNCI Nº 256/15            30/05/16 al 03/02/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0142                         DNCI Nº 256/15            29/06/16 al 28/06/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0143                         DNCI Nº 256/15            29/06/16 al 28/06/17                       FIJO
            ANCA                            NEO REV 2                          argentina                           NEO-145                         DNCI Nº 256/15            27/07/16 al 26/07/17                       FIJO
            ANCA                            NEO REV 2                          argentina                           NEO-146                         DNCI Nº 256/15            18/04/16 al 17/04/17                       FIJO
            ANCA                            NEO REV 2                          argentina                           NEO-147                         DNCI Nº 256/15            27/09/16 al 26/09/17                       FIJO
            ANCA                            NEO REV 2                          argentina                           NEO-148                         DNCI Nº 256/15            16/08/16 al 15/08/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0153                         DNCI Nº 256/15            19/05/16 al 18/05/17                       FIJO
            ANCA                            NEO REV 2                          argentina                           NEO-154                         DNCI Nº 256/15            29/06/16 al 28/06/17                       FIJO
            ANCA                            NEO REV 2                          argentina                           NEO-155                         DNCI Nº 256/15            18/04/16 al 17/04/17                       FIJO
            ANCA                            NEO REV 2                          argentina                           NEO-156                         DNCI Nº 256/15            18/04/16 al 17/04/17                       FIJO
            ANCA                            NEO REV 2                          argentina                           NEO-160                         DNCI Nº 256/15            18/04/16 al 17/04/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0161                         DNCI Nº 256/15            27/06/16 al 26/06/17                       FIJO

            ANCA                            NEO REV 2                          argentina                          NEO-0162                         DNCI Nº 256/15            29/06/16 al 28/06/17                       FIJO

            ANCA                            NEO REV 2                          argentina                          NEO-0163                         DNCI Nº 256/15            13/10/16 al 12/10/17                       FIJO

            ANCA                            NEO REV 2                          argentina                          NEO-0165                         DNCI Nº 256/15            16/08/16 al 15/08/17                       FIJO

            ANCA                            NEO REV 2                          argentina                          NEO-0167                         DNCI Nº 256/15            16/08/16 al 15/08/17                       FIJO

            ANCA                            NEO REV 2                          argentina                          NEO-0172                         DNCI Nº 256/15            14/01/16 al 13/01/17                       FIJO

            ANCA                            NEO REV 2                          argentina                          NEO-0172                         DNCI Nº 759/10            10/01/17 al 09/01/18                       FIJO

            ANCA                            NEO REV 2                          argentina                          NEO-0173                         DNCI Nº 256/15            18/01/16 al 17/01/17                       FIJO

            ANCA                            NEO REV 2                          argentina                          NEO-0173                         DNCI Nº 759/10            10/01/17 al 09/01/18                       FIJO

            ANCA                            NEO REV 2                          argentina                          NEO-0174                         DNCI Nº 256/15            14/01/16 al 13/01/17                       FIJO

            ANCA                            NEO REV 2                          argentina                          NEO-0175                         DNCI Nº 256/15            14/01/16 al 13/01/17                       FIJO

            ANCA                            NEO REV 2                          argentina                          NEO-0176                         DNCI Nº 256/15            17/03/16 al 16/03/17                       FIJO

            ANCA                            NEO REV 2                          argentina                          NEO-0176                         DNCI Nº 256/15            15/03/17 al 14/03/18                       FIJO

            ANCA                            NEO REV 2                          argentina                          NEO-0177                         DNCI Nº 256/15            14/10/16 al 13/10/17                       FIJO

            ANCA                            NEO REV 2                          argentina                          NEO-0179                         DNCI Nº 256/15            14/10/16 al 13/10/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0190                         DNCI Nº 256/15            16/08/16 al 15/08/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0191                         DNCI Nº 256/15            16/08/16 al 15/08/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0192                         DNCI Nº 256/15            11/10/16 al 10/10/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0193                         DNCI Nº 256/15            16/08/16 al 15/08/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0194                         DNCI Nº 256/15            16/08/16 al 15/08/17                       FIJO
            ANCA                            NEO REV 2                          argentina                          NEO-0195                         DNCI Nº 256/15            11/10/16 al 10/10/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0001                         DNCI Nº 648/08            06/08/15 al 05/08/16                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0001                         DNCI Nº 648/08            05/09/16 al 04/09/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0003                         DNCI Nº 648/08            17/09/15 al 16/09/16                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0003                         DNCI Nº 648/08            21/09/16 al 20/09/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0004                         DNCI Nº 648/08            17/09/15 al 16/09/16                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0004                         DNCI Nº 648/08            25/11/16 al 24/11/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0005                         DNCI Nº 648/08            19/10/15 al 18/10/16                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0005                         DNCI Nº 648/08            20/10/16 al 19/10/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0006                         DNCI Nº 648/08            19/10/15 al 18/10/16                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0006                         DNCI Nº 648/08            18/08/16 al 17/08/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0007                         DNCI Nº 648/08            03/10/15 al 02/10/16                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0007                         DNCI Nº 648/08            20/07/16 al 19/07/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0008                         DNCI Nº 648/08            06/08/15 al 05/08/16                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0008                         DNCI Nº 648/08            20/07/16 al 19/07/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0009                         DNCI Nº 648/08            25/11/16 al 24/11/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0013                         DNCI Nº 648/08            15/04/16 al 14/04/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0013                         DNCI Nº 648/08            13/03/17 al 12/03/18                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0014                         DNCI Nº 648/08            04/06/15 al 03/06/16                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0014                         DNCI Nº 648/08            12/09/16 al 11/09/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0018                         DNCI Nº 648/08            16/11/16 al 15/11/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0019                         DNCI Nº 648/08            27/10/15 al 26/10/16                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0019                         DNCI Nº 648/08            24/08/16 al 23/08/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0020                         DNCI Nº 648/08            23/10/15 al 22/10/16                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0020                         DNCI Nº 648/08            18/08/16 al 17/08/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0021                         DNCI Nº 648/08            02/11/16 al 01/11/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0022                         DNCI Nº 648/08            06/11/16 al 05/11/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0023                         DNCI Nº 648/08            02/11/16 al 01/11/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0024                         DNCI Nº 648/08            16/11/16 al 15/11/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0027                         DNCI Nº 648/08            18/07/14 al 17/07/15                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0027                         DNCI Nº 648/08            20/07/16 al 19/07/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0029                         DNCI Nº 648/08            26/02/16 al 25/02/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0029                         DNCI Nº 648/08            19/09/16 al 18/09/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0032                         DNCI Nº 648/08            17/09/15 al 16/09/16                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0032                         DNCI Nº 648/08            19/07/16 al 18/07/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0036                         DNCI Nº 648/08            27/09/16 al 26/09/17                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0038                         DNCI Nº 648/08            02/07/15 al 01/07/16                       FIJO
           BAVIAL                           MARVIC-V2                          argentina                             C0038                         DNCI Nº 648/08            08/06/16 al 07/06/17                       FIJO
           BAVIAL                            MARVIC-V2                         argentina                             C0045                         DNCI Nº 648/08            23/10/15 al 22/10/16                       FIJO
           BAVIAL                            MARVIC-V2                         Argentina                             C0045                         DNCI Nº 648/08            15/12/16 al 14/12/17                       FIJO
           BAVIAL                            MARVIC-V2                         argentina                             C0046                         DNCI Nº 648/08            24/11/15 al 23/11/16                       FIJO
           BAVIAL                            MARVIC-V2                         argentina                             C0046                         DNCI Nº 648/08            24/08/16 al 23/08/17                       FIJO
           BAVIAL                            MARVIC-V2                         argentina                             C0047                         DNCI Nº 648/08            14/12/15 al 13/12/16                       FIJO
           BAVIAL                            MARVIC-V2                         argentina                             C0047                         DNCI Nº 648/08            05/09/16 al 04/09/17                       FIJO
           BAVIAL                            MARVIC-V2                         argentina                             C0048                         DNCI Nº 648/08            21/02/14 al 20/02/15                       FIJO
           BAVIAL                            MARVIC-V2                         argentina                             C0048                         DNCI Nº 648/08            08/06/16 al 07/06/17                       FIJO
           BAVIAL                            MARVIC-V2                         argentina                             C0049                         DNCI Nº 648/08            28/04/14 al 27/04/15                       FIJO
           BAVIAL                            MARVIC-V2                         argentina                             C0049                         DNCI Nº 648/08            04/10/16 al 03/10/17                       FIJO
           BAVIAL                            MARVIC-V2                         argentina                             C0050                         DNCI Nº 648/08            14/12/15 al 13/12/16                       FIJO
           BAVIAL                            MARVIC-V2                         argentina                             C0050                         DNCI Nº 648/08            14/12/16 al 13/12/17                       FIJO
           BAVIAL                            MARVIC-V2                         argentina                              S001                         DNCI Nº 648/08            12/05/15 al 11/05/16                       FIJO
           BAVIAL                            MARVIC-V2                         argentina                              S001                         DNCI Nº 648/08            20/05/16 al 19/05/17                       FIJO
           BAVIAL                            MARVIC-V2                         argentina                              S002                         DNCI Nº 648/08            12/05/15 al 11/05/16                       FIJO
           BAVIAL                            MARVIC-V2                         argentina                              S002                         DNCI Nº 648/08            20/05/16 al 19/05/17                       FIJO
