                                                                                                                                                        CODIGO
           MARCA                              MODELO                         INDUSTRIA                          Nº DE SERIE                         APROBACION                   Vigente desde                          TIPO
                                  Stalker Lidar/Detectra Lidar             estados unidos
      Stalker/Detectra                         versión 2                      / argentina          LS080546 / DV2 123 LS080546                     DNCI Nº 349/09            28/12/15 al 27/12/16                   PORTATIL
                                  Stalker Lidar/Detectra Lidar             estados unidos
      Stalker/Detectra                         versión 2                      / argentina          LS080546 / DV2 123 LS080546                     DNCI Nº 349/09            15/02/17 al 14/02/18                   PORTATIL
                                  Stalker Lidar/Detectra Lidar             estados unidos
      Stalker/Detectra                         versión 2                      / argentina          LS080550 / DV2 122 LS080550                     DNCI Nº 349/09            15/01/15 al 14/01/16                   PORTATIL
                                  Stalker Lidar/Detectra Lidar             estados unidos
      Stalker/Detectra                         versión 2                      / argentina          LS080550 / DV2 122 LS080550                     DNCI Nº 349/09            17/11/16 al 16/11/17                   PORTATIL
                                  Stalker Lidar/Detectra Lidar             estados unidos
      Stalker/Detectra                         versión 2                      / argentina          LS080552 / DV2 124 LS080552                     DNCI Nº 349/09            20/01/16 al 19/01/17                   PORTATIL
                                  Stalker Lidar/Detectra Lidar             estados unidos
      Stalker/Detectra                         versión 2                      / argentina          LS080552 / DV2 124 LS080552                     DNCI Nº 349/09            26/12/16 al 25/12/17                   PORTATIL
                                  Stalker Lidar/Detectra Lidar             estados unidos
      Stalker/Detectra                         versión 2                      / argentina          LS080553 / DV2 121 LS080553                     DNCI Nº 349/09            10/08/15 al 09/08/16                   PORTATIL
                                  Stalker Lidar/Detectra Lidar             estados unidos
      Stalker/Detectra                         versión 2                      / argentina          LS080553 / DV2 121 LS080553                     DNCI Nº 349/09            02/09/16 al 01/09/17                   PORTATIL
                                  Stalker Lidar/Detectra Lidar             estados unidos
      Stalker/Detectra                         versión 2                      / argentina          LS080565 / DV2 131 LS080565                     DNCI Nº 349/09            13/04/16 al 12/04/17                   PORTATIL
                                  Stalker Lidar/Detectra Lidar             estados unidos
      Stalker/Detectra                         versión 2                      / argentina          LS080565 / DV2 131 LS080565                     DNCI Nº 349/09            20/03/17 al 19/03/18                   PORTATIL
                                  Stalker Lidar/Detectra Lidar             estados unidos
      Stalker/Detectra                         versión 2                      / argentina          LS080572 / DV2 132 LS080572                     DNCI Nº 349/09            26/11/14 al 25/11/15                   PORTATIL
                                  Stalker Lidar/Detectra Lidar             estados unidos
      Stalker/Detectra                         versión 2                      / argentina          LS080573 / DV2 129 LS080573                     DNCI Nº 349/09            10/12/15 al 09/12/16                   PORTATIL
                                  Stalker Lidar/Detectra Lidar             estados unidos
      Stalker/Detectra                         versión 2                      / argentina          LS080573 / DV2 129 LS080573                     DNCI Nº 349/09            23/11/16 al 22/11/17                   PORTATIL
                                  Stalker Lidar/Detectra Lidar             estados unidos
      Stalker/Detectra                         versión 2                      / argentina          LS080581 / DV2 130 LS080581                     DNCI Nº 349/09            18/11/15 al 17/11/16                   PORTATIL
                                  Stalker Lidar/Detectra Lidar             estados unidos
      Stalker/Detectra                         versión 2                      / argentina          LS080581 / DV2 130 LS080581                     DNCI Nº 349/09            17/11/16 al 16/11/17                   PORTATIL
                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080496 / 009                       DNCI Nº 271/12            26/05/15 al 25/05/16                   PORTATIL
                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080496 / 009                       DNCI Nº 271/12            14/09/16 al 13/09/17                   PORTATIL
                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080508 / 015                       DNCI Nº 271/12            22/10/15 al 21/10/16                   PORTATIL
                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080508 / 015                       DNCI Nº 271/12            14/09/16 al 13/09/17                   PORTATIL
                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080509 / 017                       DNCI Nº 271/12            06/08/15 al 05/08/16                   PORTATIL
                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080509 / 017                       DNCI Nº 271/12            30/11/16 al 29/11/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080511 / 018                       DNCI Nº 271/12            04/03/15 al 03/03/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080511 / 018                       DNCI Nº 271/12            18/05/16 al 17/05/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080512 / 010                       DNCI Nº 271/12             15/04/15 al 14/04/16                  PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080512 / 010                       DNCI Nº 271/12             14/07/16 al 13/07/17                  PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080516 / 011                       DNCI Nº 271/12            16/01/15 al 15/01/16                   PORTATIL
                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080516 / 011                       DNCI Nº 271/12            11/07/16 al 10/07/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080517 / 013                       DNCI Nº 271/12            29/12/15 al 28/12/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080517 / 013                       DNCI Nº 271/12            23/12/16 al 22/12/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080518 / 012                       DNCI Nº 271/12            05/02/16 al 04/02/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080518 / 012                       DNCI Nº 271/12            10/02/17 al 09/02/18                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080519 / 014                       DNCI Nº 271/12            16/06/15 al 15/06/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080519 / 014                       DNCI Nº 271/12            14/09/16 al 13/09/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080522 / 016                       DNCI Nº 271/12             15/04/15 al 14/04/16                  PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080522 / 016                       DNCI Nº 271/12             03/06/16 al 02/06/17                  PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080539 / 033                       DNCI Nº 271/12            06/08/15 al 05/08/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080539 / 033                       DNCI Nº 271/12            06/09/16 al 05/09/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080540 / 024                       DNCI Nº 271/12            10/12/15 al 09/12/16                   PORTATIL
                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080540 / 024                       DNCI Nº 271/12            26/12/16 al 25/12/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080543 / 035                       DNCI Nº 271/12            07/07/15 al 06/07/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080543 / 035                       DNCI Nº 271/12            07/07/16 al 06/07/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080544 / 022                       DNCI Nº 271/12            26/06/15 al 25/06/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080544 / 022                       DNCI Nº 271/12            10/08/16 al 09/08/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080545 / 027                       DNCI Nº 271/12            29/04/16 al 28/04/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080547 / 051                       DNCI Nº 271/12            26/11/14 al 25/11/15                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080547 / 051                       DNCI Nº 271/12            15/02/17 al 14/02/18                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080548 / 030                       DNCI Nº 271/12            26/05/15 al 25/05/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080548 / 030                       DNCI Nº 271/12            11/07/16 al 10/07/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080549 / 020                       DNCI Nº 271/12            06/11/15 al 05/11/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080549 / 020                       DNCI Nº 271/12            26/10/16 al 25/10/17                   PORTATIL
                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080551 / 032                       DNCI Nº 271/12            03/03/15 al 02/03/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080551 / 032                       DNCI Nº 271/12            07/07/16 al 06/07/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080554 / 023                       DNCI Nº 271/12            08/01/14 al 07/01/15                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080554 / 023                       DNCI Nº 271/12            05/10/16 al 04/10/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080555 / 042                       DNCI Nº 271/12            14/05/14 al 13/05/15                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080555 / 042                       DNCI Nº 271/12            25/11/16 al 24/11/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080556 / 039                       DNCI Nº 271/12            10/08/15 al 09/08/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080556 / 039                       DNCI Nº 271/12            06/09/16 al 05/09/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080557 / 028                       DNCI Nº 271/12            26/05/15 al 25/05/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080557 / 028                       DNCI Nº 271/12            06/09/16 al 05/09/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080558 / 031                       DNCI Nº 271/12            21/02/14 al 20/02/15                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080558 / 031                       DNCI Nº 271/12            25/11/16 al 24/11/17                   PORTATIL
                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080559 / 026                       DNCI Nº 271/12            06/11/15 al 05/11/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080559 / 026                       DNCI Nº 271/12            30/11/16 al 29/11/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080560 / 036                       DNCI Nº 271/12            09/06/14 al 08/06/15                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080560 / 036                       DNCI Nº 271/12            29/04/16 al 28/04/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080561 / 025                       DNCI Nº 271/12            29/12/15 al 28/12/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080561 / 025                       DNCI Nº 271/12            01/02/17 al 31/01/18                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080562 / 037                       DNCI Nº 271/12            26/05/15 al 25/05/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080562 / 037                       DNCI Nº 271/12            27/09/16 al 26/09/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080564 / 043                       DNCI Nº 271/12            29/12/15 al 28/12/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080564 / 043                       DNCI Nº 271/12            28/08/16 al 27/08/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080566 / 034                       DNCI Nº 271/12            26/05/15 al 25/05/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080566 / 034                       DNCI Nº 271/12            11/07/16 al 10/07/17                   PORTATIL
                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080567 / 053                       DNCI Nº 271/12            10/07/15 al 09/07/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080567 / 053                       DNCI Nº 271/12            14/07/16 al 13/07/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080568 / 045                       DNCI Nº 271/12            26/11/14 al 25/11/15                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080568 / 045                       DNCI Nº 271/12            17/05/16 al 16/05/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080569 / 041                       DNCI Nº 271/12            06/08/15 al 05/08/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080569 / 041                       DNCI Nº 271/12            06/09/16 al 05/09/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080570 / 048                       DNCI Nº 271/12            20/01/16 al 19/01/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080570 / 048                       DNCI Nº 271/12            26/12/16 al 25/12/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080571 / 046                       DNCI Nº 271/12            26/11/14 al 25/11/15                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080571 / 046                       DNCI Nº 271/12            14/04/16 al 13/04/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080574 / 050                       DNCI Nº 271/12            10/07/15 al 09/07/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080574 / 050                       DNCI Nº 271/12            14/09/16 al 13/09/17                   PORTATIL
                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080575 / 047                       DNCI Nº 271/12            20/01/16 al 19/01/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080575 / 047                       DNCI Nº 271/12            26/12/16 al 25/12/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                      LS080576 /040                       DNCI Nº 271/12            14/07/15 al 13/07/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080576 / 040                       DNCI Nº 271/12            24/08/16 al 23/08/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080577 / 044                       DNCI Nº 271/12            26/11/14 al 25/11/15                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080577 / 044                       DNCI Nº 271/12            07/07/16 al 06/07/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080578 / 049                       DNCI Nº 271/12            10/07/15 al 09/07/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080578 / 049                       DNCI Nº 271/12            24/08/16 al 23/08/17                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080579 / 038                       DNCI Nº 271/12            21/02/14 al 20/02/15                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080580 / 055                       DNCI Nº 271/12            07/11/14 al 06/11/15                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080580 / 055                       DNCI Nº 271/12            15/02/17 al 14/02/18                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080616 / 052                       DNCI Nº 271/12            26/12/16 al 25/12/17                   PORTATIL
                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080622 / 054                       DNCI Nº 271/12            04/11/15 al 03/11/16                   PORTATIL

                                                                           estados unidos
        Stalker/Dytec                  Lidar II/Parvus M11                    / argentina                     LS080622 / 054                       DNCI Nº 271/12            27/09/16 al 26/09/17                   PORTATIL

                                                                           estados unidos            LS080312 – GPKST 000001-
      Stalker/Lomtec                       Lidar/GPKM1                        / argentina                         LS080312                         DNCI Nº 386/12            21/09/15 al 20/09/16                   PORTATIL

                                                                           estados unidos            LS080312 – GPKST 000001-
      Stalker/Lomtec                       Lidar/GPKM1                        / argentina                         LS080312                         DNCI Nº 386/12            28/10/16 al 27/10/17                   PORTATIL

                                                                           estados unidos            LS080591 – GPKST 000006-
      Stalker/Lomtec                       Lidar/GPKM1                        / argentina                         LS080591                         DNCI Nº 386/12            03/03/15 al 02/03/16                   PORTATIL

                                                                           estados unidos            LS080591 – GPKST 000006-
      Stalker/Lomtec                       Lidar/GPKM1                        / argentina                         LS080591                         DNCI Nº 386/12            01/04/16 al 30/03/17                   PORTATIL

                                                                           estados unidos            LS080592 – GPKST 000007-
      Stalker/Lomtec                       Lidar/GPKM1                        / argentina                         LS080592                         DNCI Nº 386/12            01/04/16 al 30/03/17                   PORTATIL

                                                                           estados unidos            LS080592 – GPKST 000007-
      Stalker/Lomtec                       Lidar/GPKM1                        / argentina                         LS080592                         DNCI Nº 386/12            02/12/16 al 01/12/17                   PORTATIL

                                                                           estados unidos            LS080595 – GPKST 000003-
      Stalker/Lomtec                       Lidar/GPKM1                        / argentina                         LS080595                         DNCI Nº 386/12            21/09/15 al 20/09/16                   PORTATIL

                                                                           estados unidos            LS080595 – GPKST 000003-
      Stalker/Lomtec                       Lidar/GPKM1                        / argentina                         LS080595                         DNCI Nº 386/12            28/10/16 al 27/10/17                   PORTATIL

                                                                           estados unidos            LS080596 – GPKST 000004-
      Stalker/Lomtec                       Lidar/GPKM1                        / argentina                         LS080596                         DNCI Nº 386/12            18/09/15 al 17/09/16                   PORTATIL

                                                                           estados unidos            LS080596 – GPKST 000004-
      Stalker/Lomtec                       Lidar/GPKM1                        / argentina                         LS080596                         DNCI Nº 386/12            18/10/16 al 17/10/17                   PORTATIL
                                                                           estados unidos            LS080597 – GPKST 000008-
      Stalker/Lomtec                       Lidar/GPKM1                        / argentina                         LS080597                         DNCI Nº 386/12            21/09/15 al 20/09/16                   PORTATIL

                                                                           estados unidos            LS080597 – GPKST 000008-
      Stalker/Lomtec                       Lidar/GPKM1                        / argentina                         LS080597                         DNCI Nº 386/12            28/10/16 al 27/10/17                   PORTATIL

                                                                           estados unidos            LS080600 – GPKST 000005-
      Stalker/Lomtec                       Lidar/GPKM1                        / argentina                         LS080600                         DNCI Nº 386/12            18/09/15 al 17/09/16                   PORTATIL

                                                                           estados unidos            LS080600 – GPKST 000005-
      Stalker/Lomtec                       Lidar/GPKM1                        / argentina                         LS080600                         DNCI Nº 386/12            18/10/16 al 17/10/17                   PORTATIL

                                                                           estados unidos            LS080603 – GPKST 000009-
      Stalker/Lomtec                       Lidar/GPKM1                        / argentina                         LS080603                         DNCI Nº 386/12            21/09/15 al 20/09/16                   PORTATIL

                                                                           estados unidos            LS080603 – GPKST 000009-
      Stalker/Lomtec                       Lidar/GPKM1                        / argentina                         LS080603                         DNCI Nº 386/12            17/11/16 al 16/11/17                   PORTATIL

                                                                           estados unidos              LT0002 – GPKST 000002-
      Stalker/Lomtec                       Lidar/GPKM1                        / argentina                           LT0002                         DNCI Nº 386/12            21/09/15 al 20/09/16                   PORTATIL

                                                                           estados unidos              LT0002 – GPKST 000002-
      Stalker/Lomtec                       Lidar/GPKM1                        / argentina                           LT0002                         DNCI Nº 386/12            28/10/16 al 27/10/17                   PORTATIL

                                                                           estados unidos
      Stalker/Sertran                         Lidar/01M                       / argentina                    080527 / 01M-004                      DNCI Nº 34/12             11/08/14 al 10/08/15                   PORTATIL

                                                                           estados unidos
      Stalker/Sertran                         Lidar/01M                       / argentina                    080530 / 01M-002                      DNCI Nº 34/12             11/08/14 al 10/08/15                   PORTATIL

                                                                           estados unidos
      Stalker/Sertran                         Lidar/01M                       / argentina                    080531 / 01M-003                      DNCI Nº 34/12             11/08/14 al 10/08/15                   PORTATIL

                                                                           estados unidos
      Stalker/Sertran                         Lidar/01M                       / argentina                    LT001 / 01M-001                       DNCI Nº 34/12             02/08/13 al 01/08/14                   PORTATIL
                                                                           estados unidos
      Stalker/Sertran                         Lidar/01M                       / argentina                    LT001 / 01M-001                       DNCI Nº 34/12             11/08/14 al 10/08/15                   PORTATIL

                                                                           estados unidos
      Stalker/Servitec                     Lidar XLR/S13                      / argentina                LF1379 / 005-LF001379                     DNCI Nº 271/12            28/09/16 al 27/09/17                   PORTATIL

                                                                           estados unidos
      Stalker/Servitec                     Lidar XLR/S13                      / argentina                LF1656 / 002-LF001656                     DNCI Nº 271/12            28/09/16 al 27/09/17                   PORTATIL

                                                                           estados unidos
      Stalker/Servitec                     Lidar XLR/S13                      / argentina                 LF1658 / 001-LF1658                      DNCI Nº 271/12            28/09/16 al 27/09/17                   PORTATIL

                                                                           estados unidos
     Stalker/Servitec                      Lidar XLR/S13                      / argentina                LF1659 / 004-LF001659                     DNCI Nº 271/12            28/09/16 al 27/09/17                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         04C28 0012                        DNCI Nº 750/06            21/08/14 al 20/08/15                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         04C28 0012                        DNCI Nº 750/06            05/08/15 al 04/08/16                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                          13003 0007                       DNCI Nº 750/06            21/08/14 al 20/08/15                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                          13003 0007                       DNCI Nº 750/06            05/08/15 al 04/08/16                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         H2004 0008                        DNCI Nº 750/06            12/06/14 al 11/06/15                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         H2004 0008                        DNCI Nº 750/06            26/05/15 al 25/05/16                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         K0104 0009                        DNCI Nº 750/06            21/08/14 al 20/08/15                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         K0104 0009                        DNCI Nº 750/06            05/08/15 al 04/08/16                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         K0104 0010                        DNCI Nº 750/06            12/06/14 al 11/06/15                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         K0104 0010                        DNCI Nº 750/06            26/05/15 al 25/05/16                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         K0104 0013                        DNCI Nº 750/06            27/05/14 al 26/05/15                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         K0104 0013                        DNCI Nº 750/06            06/04/15 al 05/04/16                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         K0104 0015                        DNCI Nº 750/06            21/08/14 al 20/08/15                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         K0104 0015                        DNCI Nº 750/06            05/08/15 al 04/08/16                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         K0104 0016                        DNCI Nº 750/06            12/06/14 al 11/06/15                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         K0104 0016                        DNCI Nº 750/06            26/05/15 al 25/05/16                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         K0104 0017                        DNCI Nº 750/06            12/06/14 al 11/06/15                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         K0104 0017                        DNCI Nº 750/06            26/05/15 al 25/05/16                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         K0104 0020                        DNCI Nº 750/06            21/08/14 al 20/08/15                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         K0104 0020                        DNCI Nº 750/06            05/08/15 al 04/08/16                   PORTATIL
 SYSTEXX/SYSTECO                     LASER IV/Digimax 1.5                      argentina                         K0104 0021                        DNCI Nº 750/06            13/01/14 al 12/01/15                   PORTATIL
